"","item_id","language","form","form_type","item_kind","category","item_definition","english_gloss","uni_lemma","lexical_category","complexity_category"
"2209","item_274","Spanish (Argentinian)","WS","WS","word","household","vela","candle","candle","nouns",NA
"2210","item_275","Spanish (Argentinian)","WS","WS","word","furniture_rooms","banco_mueble","bench","bench","nouns",NA
"2211","item_276","Spanish (Argentinian)","WS","WS","word","furniture_rooms","bañadera","bathtub","bathtub","nouns",NA
"2212","item_277","Spanish (Argentinian)","WS","WS","word","furniture_rooms","baño","bathroom","bathroom","nouns",NA
"2213","item_278","Spanish (Argentinian)","WS","WS","word","furniture_rooms","biblioteca","library","library","nouns",NA
"2214","item_279","Spanish (Argentinian)","WS","WS","word","furniture_rooms","cajón","drawer","drawer","nouns",NA
"2215","item_280","Spanish (Argentinian)","WS","WS","word","furniture_rooms","cama","bed","bed","nouns",NA
"2216","item_281","Spanish (Argentinian)","WS","WS","word","furniture_rooms","cochera_garage","garage","garage","nouns",NA
"2217","item_282","Spanish (Argentinian)","WS","WS","word","furniture_rooms","cocina","kitchen","kitchen","nouns",NA
"2218","item_283","Spanish (Argentinian)","WS","WS","word","furniture_rooms","computadora_compu","computer (PC)","computer","nouns",NA
"2219","item_284","Spanish (Argentinian)","WS","WS","word","furniture_rooms","cuna","crib","crib","nouns",NA
"2220","item_285","Spanish (Argentinian)","WS","WS","word","furniture_rooms","ducha","shower","shower","nouns",NA
"2221","item_286","Spanish (Argentinian)","WS","WS","word","furniture_rooms","escaleras","stairs","stairs","nouns",NA
"2222","item_287","Spanish (Argentinian)","WS","WS","word","furniture_rooms","estufa","stove","stove","nouns",NA
"2223","item_288","Spanish (Argentinian)","WS","WS","word","furniture_rooms","habitación_pieza","room","room","nouns",NA
"2224","item_289","Spanish (Argentinian)","WS","WS","word","furniture_rooms","heladera","refrigerator","refrigerator","nouns",NA
"2225","item_290","Spanish (Argentinian)","WS","WS","word","furniture_rooms","horno","oven","oven","nouns",NA
"2226","item_291","Spanish (Argentinian)","WS","WS","word","furniture_rooms","inodoro","toilet","potty","nouns",NA
"2227","item_292","Spanish (Argentinian)","WS","WS","word","furniture_rooms","lavarropas","washing machine","washing machine","nouns",NA
"2228","item_293","Spanish (Argentinian)","WS","WS","word","furniture_rooms","mesa","table","table","nouns",NA
"2229","item_294","Spanish (Argentinian)","WS","WS","word","furniture_rooms","mueble","furniture","furniture","nouns",NA
"2230","item_295","Spanish (Argentinian)","WS","WS","word","furniture_rooms","patio","playground","playground","nouns",NA
"2231","item_296","Spanish (Argentinian)","WS","WS","word","furniture_rooms","pileta_de_lavar_manos","sink","sink","nouns",NA
"2232","item_297","Spanish (Argentinian)","WS","WS","word","furniture_rooms","piso","floor","floor","nouns",NA
"2233","item_298","Spanish (Argentinian)","WS","WS","word","furniture_rooms","placard","closet",NA,"nouns",NA
"2234","item_299","Spanish (Argentinian)","WS","WS","word","furniture_rooms","puerta","door","door","nouns",NA
"2235","item_300","Spanish (Argentinian)","WS","WS","word","furniture_rooms","silla","chair","chair","nouns",NA
"2236","item_301","Spanish (Argentinian)","WS","WS","word","furniture_rooms","sillón","sofa","couch","nouns",NA
"2237","item_302","Spanish (Argentinian)","WS","WS","word","furniture_rooms","televisión_tele","tv","tv","nouns",NA
"2238","item_303","Spanish (Argentinian)","WS","WS","word","furniture_rooms","ventana","window","window","nouns",NA
"2239","item_304","Spanish (Argentinian)","WS","WS","word","outside","árbol","tree","tree","nouns",NA
"2240","item_305","Spanish (Argentinian)","WS","WS","word","outside","arena","sand","sand","nouns",NA
"2241","item_306","Spanish (Argentinian)","WS","WS","word","outside","bandera","flag","flag","nouns",NA
"2242","item_307","Spanish (Argentinian)","WS","WS","word","outside","cielo","sky","sky","nouns",NA
"2243","item_308","Spanish (Argentinian)","WS","WS","word","outside","cucha","pet´s bed",NA,"nouns",NA
"2244","item_309","Spanish (Argentinian)","WS","WS","word","outside","estrella","star","star","nouns",NA
"2245","item_310","Spanish (Argentinian)","WS","WS","word","outside","flor","flower","flower","nouns",NA
"2246","item_311","Spanish (Argentinian)","WS","WS","word","outside","fuego","fire","fire","nouns",NA
"2247","item_312","Spanish (Argentinian)","WS","WS","word","outside","hamaca","swing","swing (object)","nouns",NA
"2248","item_313","Spanish (Argentinian)","WS","WS","word","outside","hojas","leaves","leaf","nouns",NA
"2249","item_314","Spanish (Argentinian)","WS","WS","word","outside","humo","smoke","smoke","nouns",NA
"2250","item_315","Spanish (Argentinian)","WS","WS","word","outside","lluvia","rain","rain","nouns",NA
"2251","item_316","Spanish (Argentinian)","WS","WS","word","outside","luna","moon","moon","nouns",NA
"2252","item_317","Spanish (Argentinian)","WS","WS","word","outside","maceta","flower pot","flower pot","nouns",NA
"2253","item_318","Spanish (Argentinian)","WS","WS","word","outside","manguera","hose","hose","nouns",NA
"2254","item_319","Spanish (Argentinian)","WS","WS","word","outside","nieve","snow","snow","nouns",NA
"2255","item_320","Spanish (Argentinian)","WS","WS","word","outside","nube","cloud","cloud","nouns",NA
"2256","item_321","Spanish (Argentinian)","WS","WS","word","outside","pala","shovel","shovel","nouns",NA
"2257","item_322","Spanish (Argentinian)","WS","WS","word","outside","palo","stick","stick","nouns",NA
"2258","item_323","Spanish (Argentinian)","WS","WS","word","outside","pasto","grass","grass","nouns",NA
"2259","item_324","Spanish (Argentinian)","WS","WS","word","outside","piedra","stone","stone","nouns",NA
"2260","item_325","Spanish (Argentinian)","WS","WS","word","outside","pileta_de_natación_Pile","swiming pool","swimming pool","nouns",NA
"2261","item_326","Spanish (Argentinian)","WS","WS","word","outside","planta","plant","plant","nouns",NA
"2262","item_327","Spanish (Argentinian)","WS","WS","word","outside","reja","grill","grill (object)","nouns",NA
"2263","item_328","Spanish (Argentinian)","WS","WS","word","outside","sol","sun","sun","nouns",NA
"2264","item_329","Spanish (Argentinian)","WS","WS","word","outside","techo","ceiling","roof","nouns",NA
"2265","item_330","Spanish (Argentinian)","WS","WS","word","outside","tierra_barro","soil_mud","soil","nouns",NA
"2266","item_331","Spanish (Argentinian)","WS","WS","word","outside","timbre","doorbell","doorbell","nouns",NA
"2267","item_332","Spanish (Argentinian)","WS","WS","word","outside","tobogán","slide","slide (object)","nouns",NA
"2268","item_333","Spanish (Argentinian)","WS","WS","word","outside","viento_aire","wind","wind","nouns",NA
"2269","item_334","Spanish (Argentinian)","WS","WS","word","places","Banco_plaza","bench","bench","other",NA
"2270","item_335","Spanish (Argentinian)","WS","WS","word","places","bosque","forest","forest","other",NA
"2271","item_336","Spanish (Argentinian)","WS","WS","word","places","calesita","carrousel","carousel","other",NA
"2272","item_337","Spanish (Argentinian)","WS","WS","word","places","calle","street","street","other",NA
"2273","item_338","Spanish (Argentinian)","WS","WS","word","places","campo","field","field","other",NA
"2274","item_339","Spanish (Argentinian)","WS","WS","word","places","casa","home","home","other",NA
"2275","item_340","Spanish (Argentinian)","WS","WS","word","places","cerro_montaña","hill, mountain","mountain","other",NA
"2276","item_341","Spanish (Argentinian)","WS","WS","word","places","circo","circus","circus","other",NA
"2277","item_342","Spanish (Argentinian)","WS","WS","word","places","cumpleaños_cumple","birthday party",NA,"other",NA
"2278","item_343","Spanish (Argentinian)","WS","WS","word","places","escuela_cole","school","school","other",NA
"2279","item_344","Spanish (Argentinian)","WS","WS","word","places","fiesta","party","party","other",NA
"2280","item_345","Spanish (Argentinian)","WS","WS","word","places","hospital_clínica","hospital","hospital","other",NA
"2281","item_346","Spanish (Argentinian)","WS","WS","word","places","iglesia_templo","church","church","other",NA
"2282","item_347","Spanish (Argentinian)","WS","WS","word","places","jardín","garden/day care","garden","other",NA
"2283","item_348","Spanish (Argentinian)","WS","WS","word","places","mar","sea","sea","other",NA
"2284","item_349","Spanish (Argentinian)","WS","WS","word","places","pelotero","balls pool (?)",NA,"other",NA
"2285","item_350","Spanish (Argentinian)","WS","WS","word","places","playa","beach","beach","other",NA
"2286","item_351","Spanish (Argentinian)","WS","WS","word","places","plaza","playground","park","other",NA
"2287","item_352","Spanish (Argentinian)","WS","WS","word","places","río","river","river","other",NA
"2288","item_353","Spanish (Argentinian)","WS","WS","word","places","supermercado_súper","supermarket","grocery","other",NA
"2289","item_354","Spanish (Argentinian)","WS","WS","word","places","vereda","sidewalk","sidewalk","other",NA
"2290","item_355","Spanish (Argentinian)","WS","WS","word","places","zoológico","zoo","zoo","other",NA
"2291","item_356","Spanish (Argentinian)","WS","WS","word","people","abuela","grandmother","grandma","other",NA
"2292","item_357","Spanish (Argentinian)","WS","WS","word","people","abuelo","grandfather","grandpa","other",NA
"2293","item_358","Spanish (Argentinian)","WS","WS","word","people","amiga","friend (feminine)","friend","other",NA
"2294","item_359","Spanish (Argentinian)","WS","WS","word","people","amigo","friend (masculine)","friend","other",NA
"2295","item_360","Spanish (Argentinian)","WS","WS","word","people","bebé","baby","baby","other",NA
"2296","item_361","Spanish (Argentinian)","WS","WS","word","people","doctor","doctor","doctor","other",NA
"2297","item_362","Spanish (Argentinian)","WS","WS","word","people","familia","family","family","other",NA
"2298","item_363","Spanish (Argentinian)","WS","WS","word","people","hermana","sister","sister","other",NA
"2299","item_364","Spanish (Argentinian)","WS","WS","word","people","hermano","brother","brother","other",NA
"2300","item_365","Spanish (Argentinian)","WS","WS","word","people","madrina","godmother","godmother","other",NA
"2301","item_366","Spanish (Argentinian)","WS","WS","word","people","maestra_seño","teacher","teacher","other",NA
"2302","item_367","Spanish (Argentinian)","WS","WS","word","people","mamá_mami","mommy","mommy","other",NA
"2303","item_368","Spanish (Argentinian)","WS","WS","word","people","niña_nena","girl","girl","other",NA
"2304","item_369","Spanish (Argentinian)","WS","WS","word","people","niñera","nanny","babysitter","other",NA
"2305","item_370","Spanish (Argentinian)","WS","WS","word","people","niño_nene","boy","boy","other",NA
"2306","item_371","Spanish (Argentinian)","WS","WS","word","people","padrino","godfather","godfather","other",NA
"2307","item_372","Spanish (Argentinian)","WS","WS","word","people","papá_papi","daddy","daddy","other",NA
"2308","item_373","Spanish (Argentinian)","WS","WS","word","people","payaso","clown","clown","other",NA
"2309","item_374","Spanish (Argentinian)","WS","WS","word","people","policía","police","police","other",NA
"2310","item_375","Spanish (Argentinian)","WS","WS","word","people","prima","cousin (feminine)","cousin","other",NA
"2311","item_376","Spanish (Argentinian)","WS","WS","word","people","primo","cousin (masculine)","cousin","other",NA
"2312","item_377","Spanish (Argentinian)","WS","WS","word","people","señor","man","man","other",NA
"2313","item_378","Spanish (Argentinian)","WS","WS","word","people","señora","woman","woman","other",NA
"2314","item_379","Spanish (Argentinian)","WS","WS","word","people","tía","aunt","aunt","other",NA
"2315","item_380","Spanish (Argentinian)","WS","WS","word","people","tío","uncle","uncle","other",NA
"2316","item_381","Spanish (Argentinian)","WS","WS","word","people","nombre_del_niño_a","child's name","child's own name","other",NA
"2317","item_382","Spanish (Argentinian)","WS","WS","word","games_routines","a_ver_a_pasear","Look, let´s go (for a walk)",NA,"other",NA
"2318","item_383","Spanish (Argentinian)","WS","WS","word","games_routines","adiós_chau","bye-bye","bye","other",NA
"2319","item_384","Spanish (Argentinian)","WS","WS","word","games_routines","ahí_voy","I'm going there",NA,"other",NA
"2320","item_385","Spanish (Argentinian)","WS","WS","word","games_routines","al_agua_pato","ducks to water!",NA,"other",NA
"2321","item_386","Spanish (Argentinian)","WS","WS","word","games_routines","arriba_las_manos","hands up!",NA,"other",NA
"2322","item_387","Spanish (Argentinian)","WS","WS","word","games_routines","basta","stop it !",NA,"other",NA
"2323","item_388","Spanish (Argentinian)","WS","WS","word","games_routines","besitos","kisses","kiss","other",NA
"2324","item_389","Spanish (Argentinian)","WS","WS","word","games_routines","bravo","hurra!","bravo","other",NA
"2325","item_390","Spanish (Argentinian)","WS","WS","word","games_routines","buenas_noches","good night","good night","other",NA
"2326","item_391","Spanish (Argentinian)","WS","WS","word","games_routines","buenos_días","good morning","good morning","other",NA
"2327","item_392","Spanish (Argentinian)","WS","WS","word","games_routines","chas_chas","childish expression for a gentle pat to the back",NA,"other",NA
"2328","item_393","Spanish (Argentinian)","WS","WS","word","games_routines","cosquillita","tickle","tickle","other",NA
"2329","item_394","Spanish (Argentinian)","WS","WS","word","games_routines","cuco_acá_está","peekaboo","peekaboo","other",NA
"2330","item_395","Spanish (Argentinian)","WS","WS","word","games_routines","dale","okay","ok","other",NA
"2331","item_396","Spanish (Argentinian)","WS","WS","word","games_routines","gol","goal (soccer)","goal","other",NA
"2332","item_397","Spanish (Argentinian)","WS","WS","word","games_routines","gracias","thank you","thank you","other",NA
"2333","item_398","Spanish (Argentinian)","WS","WS","word","games_routines","hola","hi!","hi","other",NA
"2334","item_399","Spanish (Argentinian)","WS","WS","word","games_routines","ojitos","winking",NA,"other",NA
"2335","item_400","Spanish (Argentinian)","WS","WS","word","games_routines","okey","okay","ok","other",NA
"2336","item_401","Spanish (Argentinian)","WS","WS","word","games_routines","perdón","sorry","sorry","other",NA
"2337","item_402","Spanish (Argentinian)","WS","WS","word","games_routines","pis","pee","pee","other",NA
"2338","item_403","Spanish (Argentinian)","WS","WS","word","games_routines","por_favor_porfi","please","please","other",NA
"2339","item_404","Spanish (Argentinian)","WS","WS","word","games_routines","pumba","ohh ohh","uh oh","other",NA
"2340","item_405","Spanish (Argentinian)","WS","WS","word","games_routines","qué_linda_manito","social game with hands",NA,"other",NA
"2341","item_406","Spanish (Argentinian)","WS","WS","word","games_routines","salud_chin_chin","cheers","bless you","other",NA
"2342","item_407","Spanish (Argentinian)","WS","WS","word","games_routines","shhh","shhh","shh","other",NA
"2343","item_408","Spanish (Argentinian)","WS","WS","word","games_routines","siesta_noni_noni","nap","nap","other",NA
"2344","item_409","Spanish (Argentinian)","WS","WS","word","games_routines","tortitas","pat-a-cake","pattycake","other",NA
"2345","item_410","Spanish (Argentinian)","WS","WS","word","games_routines","uno_dos_tres","one two three","one two three","other",NA
"2346","item_411","Spanish (Argentinian)","WS","WS","word","games_routines","upa","stand up!",NA,"other",NA
"2347","item_412","Spanish (Argentinian)","WS","WS","word","games_routines","vamos","let's go",NA,"other",NA
"2348","item_413","Spanish (Argentinian)","WS","WS","word","games_routines","viva_viva","hurrah",NA,"other",NA
"2349","item_414","Spanish (Argentinian)","WS","WS","word","games_routines","ya_está_listo","done_ready!","all done","other",NA
"2350","item_415","Spanish (Argentinian)","WS","WS","word","action_words","abrir","open (action)","open (action)","predicates",NA
"2351","item_416","Spanish (Argentinian)","WS","WS","word","action_words","acabar","finish","finish","predicates",NA
"2352","item_417","Spanish (Argentinian)","WS","WS","word","action_words","acompañar","join","join","predicates",NA
"2353","item_418","Spanish (Argentinian)","WS","WS","word","action_words","acostar_se","lay down","stone","predicates",NA
"2354","item_419","Spanish (Argentinian)","WS","WS","word","action_words","agarrar","grab","grab","predicates",NA
"2355","item_420","Spanish (Argentinian)","WS","WS","word","action_words","almorzar","launch","launch","predicates",NA
"2356","item_421","Spanish (Argentinian)","WS","WS","word","action_words","andar","walk","walk","predicates",NA
"2357","item_422","Spanish (Argentinian)","WS","WS","word","action_words","apagar","turn off","turn off","predicates",NA
"2358","item_423","Spanish (Argentinian)","WS","WS","word","action_words","apurar_se","hurry up","hurry","predicates",NA
"2359","item_424","Spanish (Argentinian)","WS","WS","word","action_words","arreglar_se","fix","fix","predicates",NA
"2360","item_425","Spanish (Argentinian)","WS","WS","word","action_words","asustar_se","frighten","frighten","predicates",NA
"2361","item_426","Spanish (Argentinian)","WS","WS","word","action_words","atar","tie","tie (action)","predicates",NA
"2362","item_427","Spanish (Argentinian)","WS","WS","word","action_words","ayudar","help","help","predicates",NA
"2363","item_428","Spanish (Argentinian)","WS","WS","word","action_words","bailar","dance","dance","predicates",NA
"2364","item_429","Spanish (Argentinian)","WS","WS","word","action_words","comer_se","eat","eat","predicates",NA
"2365","item_430","Spanish (Argentinian)","WS","WS","word","action_words","comprar","buy","buy","predicates",NA
"2366","item_431","Spanish (Argentinian)","WS","WS","word","action_words","correr","run","run","predicates",NA
"2367","item_432","Spanish (Argentinian)","WS","WS","word","action_words","cortar","cut (action)","cut","predicates",NA
"2368","item_433","Spanish (Argentinian)","WS","WS","word","action_words","dar","give","give","predicates",NA
"2369","item_434","Spanish (Argentinian)","WS","WS","word","action_words","decir","say","say","predicates",NA
"2370","item_435","Spanish (Argentinian)","WS","WS","word","action_words","dejar","leave","leave","predicates",NA
"2371","item_436","Spanish (Argentinian)","WS","WS","word","action_words","desayunar","eat breakfast","breakfast (action)","predicates",NA
"2372","item_437","Spanish (Argentinian)","WS","WS","word","action_words","dibujar","draw","draw","predicates",NA
"2373","item_438","Spanish (Argentinian)","WS","WS","word","action_words","doler","hurt (action)","hurt (action)","predicates",NA
"2374","item_439","Spanish (Argentinian)","WS","WS","word","action_words","dormir_se","sleep","sleep","predicates",NA
"2375","item_440","Spanish (Argentinian)","WS","WS","word","action_words","empujar","push","push","predicates",NA
"2376","item_441","Spanish (Argentinian)","WS","WS","word","action_words","encontrar","find","find","predicates",NA
"2377","item_442","Spanish (Argentinian)","WS","WS","word","action_words","enseñar","teach","teach","predicates",NA
"2378","item_443","Spanish (Argentinian)","WS","WS","word","action_words","ir_se","go","go","predicates",NA
"2379","item_444","Spanish (Argentinian)","WS","WS","word","action_words","jugar","play","play","predicates",NA
"2380","item_445","Spanish (Argentinian)","WS","WS","word","action_words","juntar","put together","build","predicates",NA
"2381","item_446","Spanish (Argentinian)","WS","WS","word","action_words","lastimar_se","hurt (action)","hurt (action)","predicates",NA
"2382","item_447","Spanish (Argentinian)","WS","WS","word","action_words","lavar_se","wash","wash","predicates",NA
"2383","item_448","Spanish (Argentinian)","WS","WS","word","action_words","leer","read","read","predicates",NA
"2384","item_449","Spanish (Argentinian)","WS","WS","word","action_words","levantar_se","lift (action)","lift (action)","predicates",NA
"2385","item_450","Spanish (Argentinian)","WS","WS","word","action_words","llevar_se","take","take","predicates",NA
"2386","item_451","Spanish (Argentinian)","WS","WS","word","action_words","llorar","cry","cry","predicates",NA
"2387","item_452","Spanish (Argentinian)","WS","WS","word","action_words","meter_se","put","put","predicates",NA
"2388","item_453","Spanish (Argentinian)","WS","WS","word","action_words","mirar","see","see","predicates",NA
"2389","item_454","Spanish (Argentinian)","WS","WS","word","action_words","morder","bite","bite","predicates",NA
"2390","item_455","Spanish (Argentinian)","WS","WS","word","action_words","mostrar","show","show","predicates",NA
"2391","item_456","Spanish (Argentinian)","WS","WS","word","action_words","mover","move","move","predicates",NA
"2392","item_457","Spanish (Argentinian)","WS","WS","word","action_words","prestar","lend","lend","predicates",NA
"2393","item_458","Spanish (Argentinian)","WS","WS","word","action_words","quedarse","stay","stay","predicates",NA
"2394","item_459","Spanish (Argentinian)","WS","WS","word","action_words","quemar_se","burn (action)","burn","predicates",NA
"2395","item_460","Spanish (Argentinian)","WS","WS","word","action_words","querer","want","want","predicates",NA
"2396","item_461","Spanish (Argentinian)","WS","WS","word","action_words","quitar_se","remove","remove","predicates",NA
"2397","item_462","Spanish (Argentinian)","WS","WS","word","action_words","regalar","give","give","predicates",NA
"2398","item_463","Spanish (Argentinian)","WS","WS","word","action_words","respirar","breathe","breathe","predicates",NA
"2399","item_464","Spanish (Argentinian)","WS","WS","word","action_words","romper","break","break","predicates",NA
"2400","item_465","Spanish (Argentinian)","WS","WS","word","action_words","saber","know","know","predicates",NA
"2401","item_466","Spanish (Argentinian)","WS","WS","word","action_words","sacar","take","take","predicates",NA
"2402","item_467","Spanish (Argentinian)","WS","WS","word","action_words","salir_se","leave","leave","predicates",NA
"2403","item_468","Spanish (Argentinian)","WS","WS","word","action_words","saltar","jump","jump","predicates",NA
"2404","item_469","Spanish (Argentinian)","WS","WS","word","action_words","saludar","greet","greet","predicates",NA
"2405","item_470","Spanish (Argentinian)","WS","WS","word","action_words","sentar_se","sit-down","sit","predicates",NA
"2406","item_471","Spanish (Argentinian)","WS","WS","word","action_words","bajar_se","come down","descend","predicates",NA
"2407","item_472","Spanish (Argentinian)","WS","WS","word","action_words","bañar_se","bathe","bathe","predicates",NA
"2408","item_473","Spanish (Argentinian)","WS","WS","word","action_words","barrer","sweep","sweep","predicates",NA
"2409","item_474","Spanish (Argentinian)","WS","WS","word","action_words","besar","kiss","kiss","predicates",NA
"2410","item_475","Spanish (Argentinian)","WS","WS","word","action_words","buscar","search","search","predicates",NA
"2411","item_476","Spanish (Argentinian)","WS","WS","word","action_words","caer_se","fall","fall","predicates",NA
"2412","item_477","Spanish (Argentinian)","WS","WS","word","action_words","callar_se","shut up","quiet (action)","predicates",NA
"2413","item_478","Spanish (Argentinian)","WS","WS","word","action_words","caminar","walk","walk","predicates",NA
"2414","item_479","Spanish (Argentinian)","WS","WS","word","action_words","cantar","sing","sing","predicates",NA
"2415","item_480","Spanish (Argentinian)","WS","WS","word","action_words","cenar","eat dinner","dine","predicates",NA
"2416","item_481","Spanish (Argentinian)","WS","WS","word","action_words","cerrar","close","close","predicates",NA
"2417","item_482","Spanish (Argentinian)","WS","WS","word","action_words","chupar","suck","suck","predicates",NA
"2418","item_483","Spanish (Argentinian)","WS","WS","word","action_words","cocinar","cook","cook","predicates",NA
"2419","item_484","Spanish (Argentinian)","WS","WS","word","action_words","entrar","enter","enter","predicates",NA
"2420","item_485","Spanish (Argentinian)","WS","WS","word","action_words","equivocar_se","make a mistake",NA,"predicates",NA
"2421","item_486","Spanish (Argentinian)","WS","WS","word","action_words","esconder_se","hide","hide","predicates",NA
"2422","item_487","Spanish (Argentinian)","WS","WS","word","action_words","escribir","write","write","predicates",NA
"2423","item_488","Spanish (Argentinian)","WS","WS","word","action_words","escuchar","listen","listen","predicates",NA
"2424","item_489","Spanish (Argentinian)","WS","WS","word","action_words","esperar","wait","wait","predicates",NA
"2425","item_490","Spanish (Argentinian)","WS","WS","word","action_words","ganar","win","win","predicates",NA
"2426","item_491","Spanish (Argentinian)","WS","WS","word","action_words","gritar","shout","shout","predicates",NA
"2427","item_492","Spanish (Argentinian)","WS","WS","word","action_words","guardar","save","save","predicates",NA
"2428","item_493","Spanish (Argentinian)","WS","WS","word","action_words","gustar","like","like","predicates",NA
"2429","item_494","Spanish (Argentinian)","WS","WS","word","action_words","hablar","talk","talk","predicates",NA
"2430","item_495","Spanish (Argentinian)","WS","WS","word","action_words","hacer","do","do","predicates",NA
"2431","item_496","Spanish (Argentinian)","WS","WS","word","action_words","hamacar","swing","swing (action)","predicates",NA
"2432","item_497","Spanish (Argentinian)","WS","WS","word","action_words","nadar","swim","swim","predicates",NA
"2433","item_498","Spanish (Argentinian)","WS","WS","word","action_words","oír","hear","hear","predicates",NA
"2434","item_499","Spanish (Argentinian)","WS","WS","word","action_words","parar_se","get up, stand up","get up","predicates",NA
"2435","item_500","Spanish (Argentinian)","WS","WS","word","action_words","patear","kick","kick","predicates",NA
"2436","item_501","Spanish (Argentinian)","WS","WS","word","action_words","patinar","skate","skate (action)","predicates",NA
"2437","item_502","Spanish (Argentinian)","WS","WS","word","action_words","pegar_se","hit","hit","predicates",NA
"2438","item_503","Spanish (Argentinian)","WS","WS","word","action_words","peinar_se","comb (action)","comb (action)","predicates",NA
"2439","item_504","Spanish (Argentinian)","WS","WS","word","action_words","pensar","think","think","predicates",NA
"2440","item_505","Spanish (Argentinian)","WS","WS","word","action_words","perder","waste","waste","predicates",NA
"2441","item_506","Spanish (Argentinian)","WS","WS","word","action_words","pintar","paint","paint (action)","predicates",NA
"2442","item_507","Spanish (Argentinian)","WS","WS","word","action_words","poder","poser","can","predicates",NA
"2443","item_508","Spanish (Argentinian)","WS","WS","word","action_words","poner_se","put","put","predicates",NA
"2444","item_509","Spanish (Argentinian)","WS","WS","word","action_words","prender","switch on","turn on","predicates",NA
"2445","item_510","Spanish (Argentinian)","WS","WS","word","action_words","soplar","blow","blow","predicates",NA
"2446","item_511","Spanish (Argentinian)","WS","WS","word","action_words","subir_se","climb","climb","predicates",NA
"2447","item_512","Spanish (Argentinian)","WS","WS","word","action_words","tapar","cover (action)","cover (action)","predicates",NA
"2448","item_513","Spanish (Argentinian)","WS","WS","word","action_words","tener","have","have","predicates",NA
"2449","item_514","Spanish (Argentinian)","WS","WS","word","action_words","terminar","finish","finish","predicates",NA
"2450","item_515","Spanish (Argentinian)","WS","WS","word","action_words","tirar","throw","throw","predicates",NA
"2451","item_516","Spanish (Argentinian)","WS","WS","word","action_words","tocar","touch","touch","predicates",NA
"2452","item_517","Spanish (Argentinian)","WS","WS","word","action_words","tomar_se","take","take","predicates",NA
"2453","item_518","Spanish (Argentinian)","WS","WS","word","action_words","traer_se","bring","bring","predicates",NA
"2454","item_519","Spanish (Argentinian)","WS","WS","word","action_words","venir_se","come","come","predicates",NA
"2455","item_520","Spanish (Argentinian)","WS","WS","word","action_words","ver_se","see","see","predicates",NA
"2456","item_521","Spanish (Argentinian)","WS","WS","word","action_words","volar","fly","fly (action)","predicates",NA
"2457","item_522","Spanish (Argentinian)","WS","WS","word","helping_verbs","estar","be","be","function_words",NA
"2458","item_523","Spanish (Argentinian)","WS","WS","word","helping_verbs","haber","have","have","function_words",NA
"2459","item_524","Spanish (Argentinian)","WS","WS","word","helping_verbs","ser","be","be","function_words",NA
"2460","item_525","Spanish (Argentinian)","WS","WS","word","descriptive_words","alto","tall","tall","predicates",NA
"2461","item_526","Spanish (Argentinian)","WS","WS","word","descriptive_words","amarillo","yellow","yellow","predicates",NA
"2462","item_527","Spanish (Argentinian)","WS","WS","word","descriptive_words","asco_asqueroso","Yuck/ Nasty!","yucky","predicates",NA
"2463","item_528","Spanish (Argentinian)","WS","WS","word","descriptive_words","azul","blue","blue","predicates",NA
"2464","item_529","Spanish (Argentinian)","WS","WS","word","descriptive_words","blanco","white","white","predicates",NA
"2465","item_530","Spanish (Argentinian)","WS","WS","word","descriptive_words","bueno","good","good","predicates",NA
"2466","item_531","Spanish (Argentinian)","WS","WS","word","descriptive_words","caca_popó","poo","poop","predicates",NA
"2467","item_532","Spanish (Argentinian)","WS","WS","word","descriptive_words","caliente","hot","hot","predicates",NA
"2468","item_533","Spanish (Argentinian)","WS","WS","word","descriptive_words","cansado","tired","tired","predicates",NA
"2469","item_534","Spanish (Argentinian)","WS","WS","word","descriptive_words","chico_chiquito","little","little (description)","predicates",NA
"2470","item_535","Spanish (Argentinian)","WS","WS","word","descriptive_words","despierto","awake","awake","predicates",NA
"2471","item_536","Spanish (Argentinian)","WS","WS","word","descriptive_words","diferente_distinto","different","different","predicates",NA
"2472","item_537","Spanish (Argentinian)","WS","WS","word","descriptive_words","difícil","difficult","hard","predicates",NA
"2473","item_538","Spanish (Argentinian)","WS","WS","word","descriptive_words","duro","hard","hard","predicates",NA
"2474","item_539","Spanish (Argentinian)","WS","WS","word","descriptive_words","enfermo","sick","sick","predicates",NA
"2475","item_540","Spanish (Argentinian)","WS","WS","word","descriptive_words","enojado","angry","angry","predicates",NA
"2476","item_541","Spanish (Argentinian)","WS","WS","word","descriptive_words","feliz","happy","happy","predicates",NA
"2477","item_542","Spanish (Argentinian)","WS","WS","word","descriptive_words","feo","ugly","ugly","predicates",NA
"2478","item_543","Spanish (Argentinian)","WS","WS","word","descriptive_words","frío","cold","cold","predicates",NA
"2479","item_544","Spanish (Argentinian)","WS","WS","word","descriptive_words","fuerte","strong","strong","predicates",NA
"2480","item_545","Spanish (Argentinian)","WS","WS","word","descriptive_words","gordo","fat","fat","predicates",NA
"2481","item_546","Spanish (Argentinian)","WS","WS","word","descriptive_words","grande","big","big","predicates",NA
"2482","item_547","Spanish (Argentinian)","WS","WS","word","descriptive_words","hambre","hungry","hungry","predicates",NA
"2483","item_548","Spanish (Argentinian)","WS","WS","word","descriptive_words","igual","same","same","predicates",NA
"2484","item_549","Spanish (Argentinian)","WS","WS","word","descriptive_words","largo","long","long","predicates",NA
